Area,Year,ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Japan,1997,36387,1668,79821.18,15.39
Japan,1997,36387,1668,79821.18,13.43
Japan,1998,35111,1668,79821.18,16.72
Japan,1998,35111,1668,79821.18,13.74
Japan,1998,35111,1668,79821.18,16.74
Japan,1998,35111,1668,79821.18,16.39
Japan,1998,35111,1668,79821.18,16.45
Japan,1998,35111,1668,79821.18,13.74
Japan,1999,34544,1668,79821.18,15.93
Japan,1999,34544,1668,79821.18,13.78
Japan,1999,34544,1668,79821.18,15.93
Japan,1999,34544,1668,79821.18,15.66
Japan,1999,34544,1668,79821.18,15.79
Japan,1999,34544,1668,79821.18,13.78
Japan,2000,37607,1668,79821.18,15.92
Japan,2000,37607,1668,79821.18,13.5
Japan,2000,37607,1668,79821.18,15.95
Japan,2000,37607,1668,79821.18,15.58
Japan,2000,37607,1668,79821.18,15.67
Japan,2000,37607,1668,79821.18,13.5
Japan,2001,35546,1668,78735.45,15.86
Japan,2001,35546,1668,78735.45,13.13
Japan,2001,35546,1668,78735.45,15.97
Japan,2001,35546,1668,78735.45,15.4
Japan,2001,35546,1668,78735.45,15.47
Japan,2001,35546,1668,78735.45,13.13
Japan,2002,40010,1668,70262.54,16.09
Japan,2002,40010,1668,70262.54,13.42
Japan,2002,40010,1668,70262.54,16
Japan,2002,40010,1668,70262.54,15.71
Japan,2002,40010,1668,70262.54,15.73
Japan,2002,40010,1668,70262.54,13.42
Japan,2004,40466,1668,64688.88,16.56
Japan,2004,40466,1668,64688.88,14.05
Japan,2004,40466,1668,64688.88,16.54
Japan,2004,40466,1668,64688.88,16.19
Japan,2004,40466,1668,64688.88,16.33
Japan,2004,40466,1668,64688.88,14.05
Japan,2005,40970,1668,63829.77,15.75
Japan,2005,40970,1668,63829.77,12.99
Japan,2005,40970,1668,63829.77,15.75
Japan,2005,40970,1668,63829.77,15.36
Japan,2005,40970,1668,63829.77,15.36
Japan,2005,40970,1668,63829.77,12.99
Japan,2006,38351,1668,65248.26,15.87
Japan,2006,38351,1668,65248.26,13.28
Japan,2006,38351,1668,65248.26,15.92
Japan,2006,38351,1668,65248.26,15.43
Japan,2006,38351,1668,65248.26,15.45
Japan,2006,38351,1668,65248.26,13.28
Japan,2007,43400,1668,61164.07,16.53
Japan,2007,43400,1668,61164.07,13.68
Japan,2007,43400,1668,61164.07,16.55
Japan,2007,43400,1668,61164.07,16.03
Japan,2007,43400,1668,61164.07,15.94
Japan,2007,43400,1668,61164.07,13.68
Japan,2008,42203,1668,58750,15.96
Japan,2008,42203,1668,58750,13.31
Japan,2008,42203,1668,58750,15.98
Japan,2008,42203,1668,58750,15.55
Japan,2008,42203,1668,58750,15.57
Japan,2008,42203,1668,58750,13.31
Japan,2009,32367,1668,60970.8,15.93
Japan,2009,32367,1668,60970.8,13.55
Japan,2009,32367,1668,60970.8,16.02
Japan,2009,32367,1668,60970.8,15.61
Japan,2009,32367,1668,60970.8,15.67
Japan,2009,32367,1668,60970.8,13.55
Japan,2010,27612,1668,55576,16.12
Japan,2010,27612,1668,55576,13.82
Japan,2010,27612,1668,55576,16.01
Japan,2010,27612,1668,55576,15.8
Japan,2010,27612,1668,55576,15.87
Japan,2010,27612,1668,55576,13.82
Japan,2011,35286,1668,51796.3,15.71
Japan,2011,35286,1668,51796.3,13.32
Japan,2011,35286,1668,51796.3,15.62
Japan,2011,35286,1668,51796.3,15.38
Japan,2011,35286,1668,51796.3,15.43
Japan,2011,35286,1668,51796.3,13.32
Japan,2012,41004,1668,54716.4,15.53
Japan,2012,41004,1668,54716.4,13.11
Japan,2012,41004,1668,54716.4,15.54
Japan,2012,41004,1668,54716.4,15.14
Japan,2012,41004,1668,54716.4,15.21
Japan,2012,41004,1668,54716.4,13.11
Japan,2013,38616,1668,52794.3,16.54
Japan,2013,38616,1668,52794.3,13.91
Japan,2013,38616,1668,52794.3,16.3
Japan,2013,38616,1668,52794.3,16
Japan,2013,38616,1668,52794.3,16.02
Japan,2013,38616,1668,52794.3,13.91
Kazakhstan,1992,13324,250,17182,6.2
Kazakhstan,1992,13324,250,17182,2.78
Kazakhstan,1993,9178,250,17182,5.51
Kazakhstan,1993,9178,250,17182,1.63
Kazakhstan,1994,7490,250,17182,6.04
Kazakhstan,1994,7490,250,17182,3.12
Kazakhstan,1995,5748,250,13535,6.53
Kazakhstan,1995,5748,250,13535,4.33
Kazakhstan,1996,6835,250,13047,5.98
Kazakhstan,1996,6835,250,13047,1.61
Kazakhstan,1997,8449,250,8112,7.53
Kazakhstan,1997,8449,250,8112,4.52
Kazakhstan,1998,5200,250,6416.14,6.94
Kazakhstan,1998,5200,250,6416.14,3.25
Kazakhstan,1999,12868,250,4720.28,7.09
Kazakhstan,1999,12868,250,4720.28,3.73
Kazakhstan,2000,9028,250,3024.42,7.26
Kazakhstan,2000,9028,250,3024.42,3.23
Kazakhstan,2001,11803,250,3007.26,7.23
Kazakhstan,2001,11803,250,3007.26,3.85
Kazakhstan,2002,10895,250,3361.84,7.4
Kazakhstan,2002,10895,250,3361.84,4.77
Kazakhstan,2004,8432,250,3802.92,7.52
Kazakhstan,2004,8432,250,3802.92,4.18
Kazakhstan,2005,9480,250,3666.62,7.07
Kazakhstan,2005,9480,250,3666.62,4
Kazakhstan,2006,11348,250,3926.27,7.65
Kazakhstan,2006,11348,250,3926.27,3.88
Kazakhstan,2007,12983,250,5575.89,7.78
Kazakhstan,2007,12983,250,5575.89,4.14
Kazakhstan,2008,9715,250,7044.9,7.25
Kazakhstan,2008,9715,250,7044.9,4.19
Kazakhstan,2009,11941,250,8716.14,6.77
Kazakhstan,2009,11941,250,8716.14,3.03
Kazakhstan,2010,7336,250,6283.85,6.96
Kazakhstan,2010,7336,250,6283.85,2.95
Kazakhstan,2011,16609,250,10656.6,6.54
Kazakhstan,2011,16609,250,10656.6,2.67
Kazakhstan,2012,7929,250,8674.58,6.07
Kazakhstan,2012,7929,250,8674.58,2.5
Kazakhstan,2013,10762,250,8738.38,8.71
Kazakhstan,2013,10762,250,8738.38,5.49
Kenya,1990,16551,630,3469,15.94
Kenya,1991,18484,630,3469,16.26
Kenya,1992,19359,630,3469,16.34
Kenya,1993,13795,630,3469,16.36
Kenya,1994,22164,630,3469,16.58
Kenya,1995,21064,630,4607,16.52
Kenya,1996,20112,630,6344,16.44
Kenya,1997,16132,630,5172,16.77
Kenya,1998,18951,630,4114,16.53
Kenya,1999,16534,630,3056,16.7
Kenya,2000,15492,630,1998,16.73
Kenya,2001,19890,630,1578,16.1
Kenya,2002,21217,630,1578,16.61
Kenya,2004,24827,630,1578,16.92
Kenya,2005,23131,630,1578,17.28
Kenya,2006,21875,630,1578,16.92
Kenya,2007,30940,630,1578,16.6
Kenya,2008,25845,630,1578,16.66
Kenya,2009,16665,630,1578,17.3
Kenya,2010,31991,630,1578,16.82
Kenya,2011,20415,630,1578,16.9
Kenya,2012,29720,630,1578,16.84
Kenya,2013,27602,630,1578,16.91
Latvia,1992,25848,641,1005,6.89
Latvia,1993,20006,641,476,5.58
Latvia,1994,21078,641,294,5.87
Latvia,1995,22235,641,358,6.54
Latvia,1996,23961,641,361,4.9
Latvia,1997,25909,641,334,6.17
Latvia,1998,25533,641,369,5.95
Latvia,1999,24103,641,326.86,7.07
Latvia,2000,27034,641,284.72,7.47
Latvia,2001,27080,641,367.4,6.5
Latvia,2002,33844,641,335.31,6.83
Latvia,2004,29423,641,594.46,6.28
Latvia,2005,36099,641,723.54,6.3
Latvia,2006,27815,641,743.57,6.95
Latvia,2007,35944,641,1113.49,7.25
Latvia,2008,38566,641,1033,7.67
Latvia,2009,36276,641,881.2,6.51
Latvia,2010,32849,641,1027.5,5.67
Latvia,2011,30613,641,1070.5,7.25
Latvia,2012,43695,641,1396.96,5.96
Latvia,2013,38857,641,1250,7.25
Lebanon,1990,19704,661,1221,19.4
Lebanon,1991,22299,661,1221,19.31
Lebanon,1992,22807,661,1221,18.18
Lebanon,1993,22917,661,1221,19.14
Lebanon,1994,22244,661,1221,19.93
Lebanon,1995,24765,661,1221,19.35
Lebanon,1996,24726,661,1221,19.65
Lebanon,1997,16263,661,1816,18.99
Lebanon,1998,20667,661,1816,20.19
Lebanon,1999,18814,661,1816,20.25
Lebanon,2000,27025,661,1816,19.65
Lebanon,2001,31995,661,1816,20.29
Lebanon,2002,27356,661,1816,19.91
Lebanon,2004,29344,661,1816,19.72
Lebanon,2005,29030,661,1816,19.68
Lebanon,2006,28998,661,1816,19.59
Lebanon,2007,22008,661,1816,20.04
Lebanon,2008,28798,661,1816,20.24
Lebanon,2009,27990,661,1816,20.19
Lebanon,2010,27815,661,1816,21.26
Lebanon,2011,29667,661,1816,19.67
Lebanon,2012,31012,661,1816,20.19
Lebanon,2013,32122,661,1816,20.08
Lesotho,1990,8118,788,0.3,14.48
Lesotho,1991,1959,788,0.3,14.66
Lesotho,1992,8580,788,0.3,15.16
Lesotho,1993,7330,788,0.3,14.95
Lesotho,1994,4199,788,0.3,14.22
Lesotho,1995,6166,788,0.3,14.55
Lesotho,1996,14108,788,0.3,13.93
Lesotho,1997,16291,788,0.3,14.28
Lesotho,1998,14810,788,0.3,14.81
Lesotho,1999,7388,788,0.3,15.34
Lesotho,2000,6547,788,0.3,14.37
Lesotho,2001,20515,788,0.3,14.62
Lesotho,2002,7172,788,0.3,14.69
Lesotho,2004,6401,788,0.3,14.91
Lesotho,2005,7234,788,0.53,14.89
Lesotho,2006,2685,788,5.25,14.18
Lesotho,2007,4316,788,35.27,14.81
Lesotho,2008,2415,788,37.44,14.74
Lesotho,2009,3473,788,77.7,14.62
Lesotho,2010,14693,788,80.07,15.23
Lesotho,2011,9965,788,175.27,14.32
Lesotho,2012,8641,788,271.84,14.62
Lesotho,2013,12345,788,62.32,14.03
Libya,1990,12317,56,87,19.6
Libya,1990,12317,56,87,20.53
Libya,1991,12381,56,87,18.96
Libya,1991,12381,56,87,19.47
Libya,1992,10015,56,87,19.03
Libya,1992,10015,56,87,19.67
Libya,1993,8400,56,87,19.51
Libya,1993,8400,56,87,20.12
Libya,1994,7742,56,87,19.86
Libya,1994,7742,56,87,20.55
Libya,1995,7313,56,87,19.47
Libya,1995,7313,56,87,20.03
Libya,1996,7294,56,87,19.24
Libya,1996,7294,56,87,20.21
Libya,1997,10090,56,255,19.3
Libya,1997,10090,56,255,20.32
Libya,1998,8750,56,1262.38,19.75
Libya,1998,8750,56,1262.38,20.24
Libya,1999,7879,56,2269.75,20.27
Libya,1999,7879,56,2269.75,21.08
Libya,2000,8085,56,3277.13,19.59
Libya,2000,8085,56,3277.13,20.37
Libya,2001,7974,56,4284.5,20.09
Libya,2001,7974,56,4284.5,21.1
Libya,2002,7966,56,5291.88,19.96
Libya,2002,7966,56,5291.88,20.73
Libya,2004,7841,56,7306.63,19.76
Libya,2004,7841,56,7306.63,20.46
Libya,2005,7576,56,8314,19.48
Libya,2005,7576,56,8314,20.28
Libya,2006,7879,56,4847,19.48
Libya,2006,7879,56,4847,20.64
Libya,2007,7879,56,3170,19.87
Libya,2007,7879,56,3170,20.68
Libya,2008,7879,56,3824,20.17
Libya,2008,7879,56,3824,20.61
Libya,2009,7895,56,6046,19.93
Libya,2009,7895,56,6046,20.54
Libya,2010,7717,56,3548,20.51
Libya,2010,7717,56,3548,21.17
Libya,2011,7784,56,3548,19.44
Libya,2011,7784,56,3548,20.29
Libya,2012,7958,56,3548,20.01
Libya,2012,7958,56,3548,20.81
Libya,2013,7955,56,3548,19.93
Libya,2013,7955,56,3548,20.78
Lithuania,1992,29411,656,1380,7.04
Lithuania,1993,23718,656,936,5.79
Lithuania,1994,20348,656,713,6.3
Lithuania,1995,24455,656,737,6.68
Lithuania,1996,26926,656,979,5.09
Lithuania,1997,30016,656,928,6.29
Lithuania,1998,28671,656,812,6.27
Lithuania,1999,26098,656,695,7.31
Lithuania,2000,33413,656,688.06,7.69
Lithuania,2001,30559,656,726.09,6.75
Lithuania,2002,36335,656,792.6,7.26
Lithuania,2004,40276,656,1023.6,6.43
Lithuania,2005,37332,656,1048.5,6.5
Lithuania,2006,23554,656,1197,6.98
Lithuania,2007,39219,656,2722.82,7.44
Lithuania,2008,42689,656,2722.55,7.84
Lithuania,2009,42004,656,2748.8,6.7
Lithuania,2010,33045,656,1803.77,6.14
Lithuania,2011,33919,656,2062.34,7.32
Lithuania,2012,47829,656,2559.9,6.31
Lithuania,2013,43022,656,2515.69,7.42
Madagascar,1990,20000,1513,128.41,19.62
Madagascar,1991,22500,1513,131,19.79
Madagascar,1992,25000,1513,101.06,19.76
Madagascar,1993,26667,1513,109.41,19.95
Madagascar,1994,20000,1513,76.15,19.96
Madagascar,1995,20000,1513,73.08,19.96
Madagascar,1996,20000,1513,152.01,19.71
Madagascar,1997,25000,1513,139.89,19.97
Madagascar,1998,25000,1513,88.26,20.11
Madagascar,1999,23480,1513,49.52,19.82
Madagascar,2000,23442,1513,130.46,19.65
Madagascar,2001,23810,1513,87.59,20.12
Madagascar,2002,23462,1513,240.84,20.14
Madagascar,2004,23454,1513,68.01,19.87
Madagascar,2005,23440,1513,114.51,20.05
Madagascar,2006,23256,1513,109.39,20.09
Madagascar,2007,24444,1513,93.88,20.02
Madagascar,2008,23810,1513,112.11,19.79
Madagascar,2009,23859,1513,143.9,20.13
Madagascar,2010,23982,1513,241.89,20.31
Madagascar,2011,23968,1513,310.36,20.33
Madagascar,2012,24045,1513,377.71,19.78
Madagascar,2013,24122,1513,507.94,19.34
Malawi,1990,7735,1181,173.19,20.86
Malawi,1991,5870,1181,173.19,20.4
Malawi,1992,4239,1181,173.19,20.89
Malawi,1993,6306,1181,173.19,20.43
Malawi,1994,2244,1181,173.19,20.59
Malawi,1995,6865,1181,173.19,20.86
Malawi,1996,8619,1181,173.19,20.47
Malawi,1997,5896,1181,173.19,20.62
Malawi,1998,7418,1181,131.59,20.92
Malawi,1999,7877,1181,123.64,20.26
Malawi,2000,7968,1181,220.22,20.22
Malawi,2001,8989,1181,177.24,20.59
Malawi,2002,5588,1181,134.25,20.76
Malawi,2004,7537,1181,48.28,20.44
Malawi,2005,8707,1181,295.51,21.37
Malawi,2006,12071,1181,202.35,20.63
Malawi,2007,22968,1181,524.46,20.67
Malawi,2008,16133,1181,624.52,20.42
Malawi,2009,15006,1181,736.25,20.68
Malawi,2010,15123,1181,584.12,21.34
Malawi,2011,15214,1181,553.57,20.92
Malawi,2012,15104,1181,775.83,20.42
Malawi,2013,14058,1181,1500.27,19.68
Mali,1990,11991,282,95.7,27.61
Mali,1991,20000,282,54.63,27.58
Mali,1992,13987,282,35.42,27.2
Mali,1993,30909,282,33.19,27.55
Mali,1994,16278,282,30.96,27.05
Mali,1995,21040,282,28.73,27.25
Mali,1996,19658,282,26.51,27.64
Mali,1997,12752,282,24.28,27.38
Mali,1998,24925,282,22.05,28.08
Mali,1999,21696,282,19.82,27.26
Mali,2000,23515,282,17.59,27.51
Mali,2001,25237,282,15.36,27.79
Mali,2002,25687,282,13.13,28.18
Mali,2004,25296,282,8.67,28.07
Mali,2005,22001,282,14.84,28.13
Mali,2006,24025,282,11.87,27.62
Mali,2007,25029,282,7.72,27.94
Mali,2008,24409,282,9.99,27.62
Mali,2009,29665,282,4.12,27.89
Mali,2010,25543,282,3.84,28.18
Mali,2011,34378,282,3.25,27.79
Mali,2012,40285,282,1.52,27.39
Mali,2013,39754,282,1.52,28.53
Mauritania,1990,10769,92,39.09,27.67
Mauritania,1991,12000,92,39.09,27.38
Mauritania,1992,12340,92,39.09,27.52
Mauritania,1993,10000,92,39.09,27.37
Mauritania,1994,12145,92,39.09,27.24
Mauritania,1995,12868,92,39.09,27.7
Mauritania,1996,13062,92,39.09,27.93
Mauritania,1997,10000,92,39.09,28.28
Mauritania,1998,13986,92,39.09,28.52
Mauritania,1999,14988,92,39.09,27.23
Mauritania,2000,15271,92,39.09,27.66
Mauritania,2001,15855,92,39.09,28.28
Mauritania,2002,16541,92,3.2,27.84
Mauritania,2004,24906,92,702.5,27.81
Mauritania,2005,20000,92,1.1,28.14
Mauritania,2006,21026,92,1.7,27.82
Mauritania,2007,20000,92,9.8,27.88
Mauritania,2008,20000,92,17.22,28.14
Mauritania,2009,19780,92,4.29,27.57
Mauritania,2010,20820,92,67.59,28.7
Mauritania,2011,16018,92,13.35,27.87
Mauritania,2012,21278,92,26.41,27.77
Mauritania,2013,21172,92,26.41,28.24
Mexico,1990,42143,758,34468.93,16
Mexico,1990,42143,758,34468.93,21.46
Mexico,1990,42143,758,34468.93,24.79
Mexico,1990,42143,758,34468.93,19.63
Mexico,1990,42143,758,34468.93,22.63
Mexico,1990,42143,758,34468.93,19.27
Mexico,1990,42143,758,34468.93,16.69
Mexico,1990,42143,758,34468.93,21.46
Mexico,1991,41272,758,34468.93,16.42
Mexico,1991,41272,758,34468.93,21.2
Mexico,1991,41272,758,34468.93,24.46
Mexico,1991,41272,758,34468.93,19.36
Mexico,1991,41272,758,34468.93,22.5
Mexico,1991,41272,758,34468.93,19.69
Mexico,1991,41272,758,34468.93,16.13
Mexico,1991,41272,758,34468.93,21.2
Mexico,1992,39530,758,34468.93,15.71
Mexico,1992,39530,758,34468.93,21
Mexico,1992,39530,758,34468.93,24.87
Mexico,1992,39530,758,34468.93,19.97
Mexico,1992,39530,758,34468.93,21.92
Mexico,1992,39530,758,34468.93,19.14
Mexico,1992,39530,758,34468.93,17.33
Mexico,1992,39530,758,34468.93,21
Mexico,1993,40821,758,34468.93,16.23
Mexico,1993,40821,758,34468.93,21.04
Mexico,1993,40821,758,34468.93,24.75
Mexico,1993,40821,758,34468.93,19.73
Mexico,1993,40821,758,34468.93,22.11
Mexico,1993,40821,758,34468.93,19.56
Mexico,1993,40821,758,34468.93,16.86
Mexico,1993,40821,758,34468.93,21.04
Mexico,1994,43034,758,34468.93,16.42
Mexico,1994,43034,758,34468.93,21.46
Mexico,1994,43034,758,34468.93,25.05
Mexico,1994,43034,758,34468.93,19.73
Mexico,1994,43034,758,34468.93,22.83
Mexico,1994,43034,758,34468.93,19.79
Mexico,1994,43034,758,34468.93,16.45
Mexico,1994,43034,758,34468.93,21.46
Mexico,1995,37320,758,34468.93,16.68
Mexico,1995,37320,758,34468.93,21.5
Mexico,1995,37320,758,34468.93,25.01
Mexico,1995,37320,758,34468.93,20.39
Mexico,1995,37320,758,34468.93,22.79
Mexico,1995,37320,758,34468.93,19.87
Mexico,1995,37320,758,34468.93,16.85
Mexico,1995,37320,758,34468.93,21.5
Mexico,1996,41706,758,34468.93,16.08
Mexico,1996,41706,758,34468.93,21.08
Mexico,1996,41706,758,34468.93,25.06
Mexico,1996,41706,758,34468.93,20.79
Mexico,1996,41706,758,34468.93,22.91
Mexico,1996,41706,758,34468.93,19.27
Mexico,1996,41706,758,34468.93,17.2
Mexico,1996,41706,758,34468.93,21.08
Mexico,1997,47347,758,34468.93,16.25
Mexico,1997,47347,758,34468.93,20.99
Mexico,1997,47347,758,34468.93,25.21
Mexico,1997,47347,758,34468.93,20.35
Mexico,1997,47347,758,34468.93,21.9
Mexico,1997,47347,758,34468.93,19.65
Mexico,1997,47347,758,34468.93,17.46
Mexico,1997,47347,758,34468.93,20.99
Mexico,1998,42077,758,34468.93,17.07
Mexico,1998,42077,758,34468.93,21.38
Mexico,1998,42077,758,34468.93,25.14
Mexico,1998,42077,758,34468.93,19.08
Mexico,1998,42077,758,34468.93,23.61
Mexico,1998,42077,758,34468.93,20.31
Mexico,1998,42077,758,34468.93,16.21
Mexico,1998,42077,758,34468.93,21.38
Mexico,1999,46310,758,34468.93,16.09
Mexico,1999,46310,758,34468.93,20.86
Mexico,1999,46310,758,34468.93,25.03
Mexico,1999,46310,758,34468.93,19.74
Mexico,1999,46310,758,34468.93,23.33
Mexico,1999,46310,758,34468.93,19.27
Mexico,1999,46310,758,34468.93,16.18
Mexico,1999,46310,758,34468.93,20.86
Mexico,2000,49355,758,34468.93,16.11
Mexico,2000,49355,758,34468.93,21.12
Mexico,2000,49355,758,34468.93,25.16
Mexico,2000,49355,758,34468.93,20.19
Mexico,2000,49355,758,34468.93,23.07
Mexico,2000,49355,758,34468.93,19.29
Mexico,2000,49355,758,34468.93,16.9
Mexico,2000,49355,758,34468.93,21.12
Mexico,2001,47661,758,31373.3,15.98
Mexico,2001,47661,758,31373.3,21.23
Mexico,2001,47661,758,31373.3,25.11
Mexico,2001,47661,758,31373.3,20.15
Mexico,2001,47661,758,31373.3,22.6
Mexico,2001,47661,758,31373.3,19.32
Mexico,2001,47661,758,31373.3,16.37
Mexico,2001,47661,758,31373.3,21.23
Mexico,2002,50999,758,16189.88,16.37
Mexico,2002,50999,758,16189.88,21.5
Mexico,2002,50999,758,16189.88,25.07
Mexico,2002,50999,758,16189.88,19.93
Mexico,2002,50999,758,16189.88,22.59
Mexico,2002,50999,758,16189.88,19.62
Mexico,2002,50999,758,16189.88,16.37
Mexico,2002,50999,758,16189.88,21.5
Mexico,2004,44871,758,26433.14,16.2
Mexico,2004,44871,758,26433.14,21.24
Mexico,2004,44871,758,26433.14,24.92
Mexico,2004,44871,758,26433.14,19.91
Mexico,2004,44871,758,26433.14,22.26
Mexico,2004,44871,758,26433.14,19.56
Mexico,2004,44871,758,26433.14,16.84
Mexico,2004,44871,758,26433.14,21.24
Mexico,2005,47517,758,51741.99,16.7
Mexico,2005,47517,758,51741.99,21.42
Mexico,2005,47517,758,51741.99,25.18
Mexico,2005,47517,758,51741.99,20.09
Mexico,2005,47517,758,51741.99,22.95
Mexico,2005,47517,758,51741.99,19.82
Mexico,2005,47517,758,51741.99,16.93
Mexico,2005,47517,758,51741.99,21.42
Mexico,2006,52274,758,50891.95,16.37
Mexico,2006,52274,758,50891.95,21.5
Mexico,2006,52274,758,50891.95,25.35
Mexico,2006,52274,758,50891.95,20.3
Mexico,2006,52274,758,50891.95,23.33
Mexico,2006,52274,758,50891.95,19.53
Mexico,2006,52274,758,50891.95,17.23
Mexico,2006,52274,758,50891.95,21.5
Mexico,2007,50824,758,64501.28,16.38
Mexico,2007,50824,758,64501.28,21.35
Mexico,2007,50824,758,64501.28,24.88
Mexico,2007,50824,758,64501.28,20.17
Mexico,2007,50824,758,64501.28,22.18
Mexico,2007,50824,758,64501.28,19.7
Mexico,2007,50824,758,64501.28,16.8
Mexico,2007,50824,758,64501.28,21.35
Mexico,2008,50134,758,61732.11,16.22
Mexico,2008,50134,758,61732.11,21.02
Mexico,2008,50134,758,61732.11,25.22
Mexico,2008,50134,758,61732.11,20.41
Mexico,2008,50134,758,61732.11,22.68
Mexico,2008,50134,758,61732.11,19.45
Mexico,2008,50134,758,61732.11,17.21
Mexico,2008,50134,758,61732.11,21.02
Mexico,2009,49688,758,61690.08,16.65
Mexico,2009,49688,758,61690.08,21.76
Mexico,2009,49688,758,61690.08,25.72
Mexico,2009,49688,758,61690.08,20.32
Mexico,2009,49688,758,61690.08,23.23
Mexico,2009,49688,758,61690.08,19.81
Mexico,2009,49688,758,61690.08,17.03
Mexico,2009,49688,758,61690.08,21.76
Mexico,2010,54185,758,63402.29,15.87
Mexico,2010,54185,758,63402.29,20.9
Mexico,2010,54185,758,63402.29,25.04
Mexico,2010,54185,758,63402.29,19.62
Mexico,2010,54185,758,63402.29,21.99
Mexico,2010,54185,758,63402.29,19.38
Mexico,2010,54185,758,63402.29,16.19
Mexico,2010,54185,758,63402.29,20.9
Mexico,2011,54778,758,65961.1,16.64
Mexico,2011,54778,758,65961.1,21.55
Mexico,2011,54778,758,65961.1,25.28
Mexico,2011,54778,758,65961.1,19.52
Mexico,2011,54778,758,65961.1,23.55
Mexico,2011,54778,758,65961.1,19.83
Mexico,2011,54778,758,65961.1,16.26
Mexico,2011,54778,758,65961.1,21.55
Mexico,2012,56568,758,64512.22,16.43
Mexico,2012,56568,758,64512.22,21.52
Mexico,2012,56568,758,64512.22,25.5
Mexico,2012,56568,758,64512.22,20.61
Mexico,2012,56568,758,64512.22,23.5
Mexico,2012,56568,758,64512.22,19.71
Mexico,2012,56568,758,64512.22,17.2
Mexico,2012,56568,758,64512.22,21.52
Mexico,2013,52934,758,59920.18,17.34
Mexico,2013,52934,758,59920.18,22.19
Mexico,2013,52934,758,59920.18,25.36
Mexico,2013,52934,758,59920.18,21.86
Mexico,2013,52934,758,59920.18,24.19
Mexico,2013,52934,758,59920.18,20.45
Mexico,2013,52934,758,59920.18,17.18
Mexico,2013,52934,758,59920.18,22.19
Montenegro,2006,30903,241,0.55,10.56
Montenegro,2007,24026,241,0.55,11.59
Montenegro,2008,35016,241,0.55,11.62
Montenegro,2009,35981,241,0.55,11.46
Montenegro,2010,34029,241,66,11.25
Montenegro,2011,32024,241,75,11.25
Montenegro,2012,27984,241,71,11.53
Montenegro,2013,34357,241,82,12.87
Morocco,1990,13290,346,9364,18.17
Morocco,1990,13290,346,9364,18.29
Morocco,1991,18699,346,9771.14,17.25
Morocco,1991,18699,346,9771.14,17.47
Morocco,1992,7011,346,10178.29,17.38
Morocco,1992,7011,346,10178.29,17.56
Morocco,1993,6808,346,10585.43,16.94
Morocco,1993,6808,346,10585.43,17.11
Morocco,1994,18111,346,10992.57,17.88
Morocco,1994,18111,346,10992.57,17.98
Morocco,1995,5543,346,11399.71,18.56
Morocco,1995,5543,346,11399.71,18.72
Morocco,1996,18415,346,11806.86,17.75
Morocco,1996,18415,346,11806.86,17.97
Morocco,1997,9292,346,12214,18.31
Morocco,1997,9292,346,12214,18.65
Morocco,1998,14184,346,12621.14,18.21
Morocco,1998,14184,346,12621.14,18.24
Morocco,1999,8004,346,13028.29,17.68
Morocco,1999,8004,346,13028.29,17.88
Morocco,2000,4758,346,13435.43,18.16
Morocco,2000,4758,346,13435.43,18.14
Morocco,2001,12280,346,13842.57,18.73
Morocco,2001,12280,346,13842.57,18.56
Morocco,2002,12793,346,14249.71,18.25
Morocco,2002,12793,346,14249.71,18.19
Morocco,2004,18082,346,15064,18.07
Morocco,2004,18082,346,15064,18.21
Morocco,2005,10261,346,13966,18.18
Morocco,2005,10261,346,13966,18.15
Morocco,2006,20365,346,13697,18.38
Morocco,2006,20365,346,13697,18.51
Morocco,2007,6154,346,13697,17.93
Morocco,2007,6154,346,13697,17.99
Morocco,2008,13189,346,13697,17.8
Morocco,2008,13189,346,13697,17.96
Morocco,2009,21398,346,13697,18.56
Morocco,2009,21398,346,13697,18.73
Morocco,2010,17095,346,13697,18.83
Morocco,2010,17095,346,13697,18.87
Morocco,2011,19488,346,13697,18.53
Morocco,2011,19488,346,13697,18.59
Morocco,2012,12342,346,13697,18.24
Morocco,2012,12342,346,13697,18.2
Morocco,2013,21640,346,13697,18.79
Morocco,2013,21640,346,13697,18.62
Mozambique,1990,18001,1032,102.26,21.51
Mozambique,1991,15000,1032,102.26,21.77
Mozambique,1992,11111,1032,102.26,22.6
Mozambique,1993,11541,1032,102.26,22.04
Mozambique,1994,11379,1032,102.26,21.35
Mozambique,1995,11314,1032,72.19,21.89
Mozambique,1996,11268,1032,65.85,21.53
Mozambique,1997,11241,1032,60.63,21.54
Mozambique,1998,11255,1032,51.98,22.22
Mozambique,1999,11297,1032,43.34,22.19
Mozambique,2000,10000,1032,34.69,21.51
Mozambique,2001,10000,1032,26.05,21.94
Mozambique,2002,10385,1032,17.4,21.96
Mozambique,2004,10870,1032,572.99,21.89
Mozambique,2005,11071,1032,770.88,22.27
Mozambique,2006,12353,1032,891.54,21.68
Mozambique,2007,11765,1032,547.31,21.91
Mozambique,2008,12500,1032,890.47,21.76
Mozambique,2009,12500,1032,914.92,21.7
Mozambique,2010,13367,1032,1187.1,22.1
Mozambique,2011,17042,1032,766.93,21.69
Mozambique,2012,9958,1032,766.93,21.92
Mozambique,2013,10951,1032,766.93,21.37
