hotel,week_no,no_of_days,adults,reserved_room_type,daily_rate
City Hotel,110,1,2,A,88
City Hotel,109,3,2,A,93.6
City Hotel,109,4,2,A,74.8
City Hotel,109,2,2,A,75
City Hotel,109,4,1,A,74.4
City Hotel,109,4,2,A,90.1
City Hotel,109,4,2,A,70
City Hotel,109,4,2,D,100.3
City Hotel,109,2,2,A,44
City Hotel,109,2,2,A,79.2
City Hotel,109,2,2,A,79.2
City Hotel,109,2,2,A,88
City Hotel,109,5,2,D,109.3
City Hotel,109,4,2,A,91.8
City Hotel,109,5,2,A,68
City Hotel,109,5,2,A,72.08
City Hotel,110,1,1,A,80
City Hotel,110,2,2,A,60.98
City Hotel,110,2,1,A,75
City Hotel,110,1,1,A,88
City Hotel,110,2,2,A,88
City Hotel,110,2,1,A,60.06
City Hotel,108,12,2,A,105.4
City Hotel,109,3,3,A,108
City Hotel,109,3,2,A,98
City Hotel,109,3,2,A,98
City Hotel,109,3,2,A,106
City Hotel,109,4,2,A,67.15
City Hotel,110,2,2,A,79
City Hotel,108,14,2,A,64.14
City Hotel,109,3,2,A,95.4
City Hotel,110,1,1,E,128
City Hotel,109,6,2,A,83.3
City Hotel,110,3,3,A,150
City Hotel,110,3,2,A,108
City Hotel,110,2,1,A,98
City Hotel,109,4,2,A,77
City Hotel,110,1,1,A,75
City Hotel,110,1,2,A,88
City Hotel,109,6,2,A,115.6
City Hotel,110,2,2,A,117
City Hotel,110,2,1,A,60.06
City Hotel,110,2,2,A,93.6
City Hotel,110,2,2,A,75
City Hotel,110,2,1,A,98
City Hotel,110,3,2,A,123
City Hotel,110,3,2,A,108
City Hotel,110,3,2,A,75
City Hotel,109,4,2,A,86
City Hotel,109,4,3,E,108.8
City Hotel,110,3,2,A,75
City Hotel,110,3,1,A,75
City Hotel,109,7,2,D,91.8
City Hotel,109,4,2,A,79.2
City Hotel,110,2,1,A,83
City Hotel,110,3,2,D,105.55
City Hotel,110,4,1,A,68
City Hotel,110,4,1,A,68
City Hotel,110,4,2,A,75
City Hotel,110,1,2,A,88
City Hotel,110,2,2,A,85.46
City Hotel,110,3,2,A,88
City Hotel,110,4,1,A,51.05
City Hotel,110,4,1,A,51.05
City Hotel,110,2,1,A,98
City Hotel,110,4,2,A,91.8
City Hotel,109,5,2,A,57.6
City Hotel,110,2,2,D,118
City Hotel,110,2,1,A,107
City Hotel,109,5,2,A,65.91
City Hotel,110,3,2,E,128
City Hotel,110,4,1,A,62.83
City Hotel,109,7,2,A,79.2
City Hotel,110,2,1,A,75
City Hotel,109,5,2,D,100.3
City Hotel,109,5,2,A,108.8
City Hotel,110,2,2,A,107
City Hotel,110,4,2,A,105
City Hotel,109,7,2,A,108.8
City Hotel,109,5,2,A,75
City Hotel,110,4,2,A,59.5
City Hotel,109,5,2,A,75
City Hotel,110,4,2,A,74.8
City Hotel,110,3,2,A,77
City Hotel,110,4,2,A,116.75
City Hotel,110,4,2,A,77
City Hotel,110,4,2,A,74.8
City Hotel,110,4,2,A,74.8
City Hotel,110,5,2,A,75
City Hotel,110,5,2,A,75
City Hotel,110,3,1,A,88
City Hotel,110,1,2,D,113
City Hotel,110,1,2,D,113
City Hotel,110,1,2,D,113
City Hotel,110,4,2,A,74.8
City Hotel,110,1,2,A,91.8
City Hotel,110,1,1,A,88
City Hotel,110,4,1,A,80
City Hotel,110,1,1,A,93
City Hotel,110,1,1,A,88
City Hotel,109,6,2,A,80.76
City Hotel,110,5,2,A,68
City Hotel,109,6,2,A,77
City Hotel,110,5,2,A,75
City Hotel,110,2,1,A,80
City Hotel,110,4,1,A,51.05
City Hotel,110,5,3,D,119
City Hotel,110,1,2,A,88
City Hotel,109,7,2,A,91.8
City Hotel,110,2,2,A,75
City Hotel,110,2,2,A,108
City Hotel,110,4,2,A,105
City Hotel,110,4,2,A,74.8
City Hotel,110,1,2,A,97
City Hotel,110,1,1,A,57.06
City Hotel,110,1,1,A,93
City Hotel,110,5,2,A,88.4
City Hotel,110,5,2,A,88.4
City Hotel,110,4,1,A,51.05
City Hotel,110,4,2,F,142.8
City Hotel,110,2,2,A,79
City Hotel,110,2,1,A,89
City Hotel,110,5,1,A,70.69
City Hotel,110,5,2,A,74.8
City Hotel,110,4,2,A,90.1
City Hotel,109,7,2,A,63.2
City Hotel,110,6,2,A,92.65
City Hotel,109,13,1,A,43.53
City Hotel,110,6,2,D,84.17
City Hotel,110,4,3,D,96.99
City Hotel,110,6,2,A,124.1
City Hotel,110,1,2,D,118
City Hotel,110,4,2,A,54.21
City Hotel,110,4,3,D,185.3
City Hotel,110,5,2,A,54.71
City Hotel,110,1,2,D,78.4
City Hotel,110,4,2,B,91.1
City Hotel,110,4,1,B,91.1
City Hotel,110,4,2,A,74.8
City Hotel,110,4,2,A,89.54
City Hotel,108,17,2,F,223
City Hotel,110,2,2,A,111.6
City Hotel,110,3,2,A,95.4
City Hotel,110,4,2,A,91.8
City Hotel,110,4,2,A,74.8
City Hotel,110,1,1,A,88
City Hotel,110,6,2,A,90.1
City Hotel,110,4,2,A,91.8
City Hotel,110,2,2,A,119
City Hotel,110,2,1,A,90
City Hotel,109,7,1,A,75
City Hotel,109,8,1,A,77
City Hotel,110,4,2,A,91.4
City Hotel,110,4,3,E,125.8
City Hotel,110,6,1,D,97.65
City Hotel,110,4,1,A,91.8
City Hotel,110,5,3,E,108.8
City Hotel,110,5,2,A,56.51
City Hotel,110,2,2,A,98
City Hotel,109,7,1,A,74.8
City Hotel,109,7,2,A,74.8
City Hotel,110,1,1,D,80
City Hotel,110,5,2,A,91.8
City Hotel,110,1,1,A,65
City Hotel,110,2,1,A,79
City Hotel,110,2,1,A,79
City Hotel,110,5,2,A,75
City Hotel,110,7,1,A,75
City Hotel,110,4,3,E,115.6
City Hotel,110,2,2,A,73.46
City Hotel,110,4,2,A,100.8
City Hotel,110,3,2,E,120.75
City Hotel,110,6,2,A,94.8
City Hotel,111,1,2,A,93.6
City Hotel,110,5,2,D,98.6
City Hotel,110,2,2,A,79.2
City Hotel,110,5,2,D,98.26
City Hotel,110,2,2,A,51.5
City Hotel,110,1,2,A,99
City Hotel,111,2,2,A,88
City Hotel,110,2,2,A,90
City Hotel,110,3,2,A,75
City Hotel,110,7,1,A,75
City Hotel,110,2,1,A,57.06
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,2,2,A,108
City Hotel,110,2,2,A,97
City Hotel,110,2,2,A,88
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,1,2,A,108
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,2,3,D,108.26
City Hotel,110,2,2,A,90
City Hotel,110,2,2,A,75
City Hotel,110,4,2,A,74.8
City Hotel,110,7,1,A,75
City Hotel,110,2,2,D,118
City Hotel,110,2,2,A,88
City Hotel,110,7,2,A,88
City Hotel,110,4,2,A,90.1
City Hotel,110,7,1,A,75
City Hotel,110,7,1,A,75
City Hotel,110,3,2,A,108
City Hotel,110,3,3,D,158
City Hotel,110,3,2,A,75
City Hotel,110,2,2,A,93.6
City Hotel,110,3,2,A,88
City Hotel,110,7,1,A,75
City Hotel,110,2,2,A,120.5
City Hotel,110,3,3,D,121.66
City Hotel,110,4,2,A,100.8
City Hotel,110,4,2,A,91.8
City Hotel,110,6,2,A,77
City Hotel,110,2,2,A,88
City Hotel,110,4,2,A,91.8
City Hotel,110,1,2,A,88
City Hotel,110,2,2,A,88
City Hotel,110,2,2,A,88
City Hotel,110,4,2,A,100.3
City Hotel,110,2,2,A,93.6
City Hotel,110,1,2,A,80
City Hotel,110,2,3,G,272
City Hotel,110,3,2,A,79.2
City Hotel,110,2,2,A,128
City Hotel,110,4,1,B,91.1
City Hotel,110,1,2,E,183
City Hotel,110,4,2,B,91.1
City Hotel,110,4,2,A,91.8
City Hotel,110,3,2,E,188
City Hotel,110,3,1,A,81.36
City Hotel,110,3,2,A,75
City Hotel,110,5,2,A,88.4
City Hotel,110,4,2,A,57.6
City Hotel,110,3,2,A,88
City Hotel,110,8,2,A,74.8
City Hotel,110,2,1,A,90
City Hotel,110,4,2,A,70
City Hotel,110,3,2,A,97
City Hotel,111,1,1,A,80
City Hotel,110,4,2,A,79.2
City Hotel,111,1,1,A,80
City Hotel,111,1,1,A,80
City Hotel,110,2,2,A,108
City Hotel,110,3,2,A,88
City Hotel,111,1,2,A,80
City Hotel,110,2,2,D,102.6
City Hotel,110,3,2,A,88
City Hotel,110,4,2,A,91.8
City Hotel,110,5,2,A,68
City Hotel,110,3,2,A,51.5
City Hotel,110,4,2,G,233.75
City Hotel,110,2,2,D,94.36
City Hotel,110,3,2,E,128
City Hotel,110,3,2,A,60.98
City Hotel,110,4,2,A,83.8
City Hotel,110,4,2,A,79.2
City Hotel,110,2,2,A,75
City Hotel,110,4,2,A,79.2
City Hotel,110,4,2,A,79.2
City Hotel,110,4,2,A,60.94
City Hotel,110,2,2,A,134
City Hotel,111,1,1,A,70.2
City Hotel,110,3,2,A,118
City Hotel,110,3,2,A,77
City Hotel,110,3,2,A,77
City Hotel,110,4,2,A,74.8
City Hotel,110,2,2,A,75
City Hotel,110,3,2,A,112.42
City Hotel,110,3,2,A,79.2
City Hotel,110,2,1,A,104
City Hotel,110,2,1,A,104
City Hotel,110,4,3,D,134.3
City Hotel,110,4,2,A,91.8
City Hotel,110,3,2,A,79.2
City Hotel,110,5,2,A,91.8
City Hotel,110,3,2,A,75
City Hotel,111,1,2,A,88
City Hotel,111,1,1,A,95
City Hotel,111,2,2,A,76.76
City Hotel,111,1,3,A,98
City Hotel,111,1,2,A,98
City Hotel,111,1,1,A,98
City Hotel,111,1,1,A,75
City Hotel,110,5,2,A,74.8
City Hotel,110,4,2,A,54.71
City Hotel,110,5,2,A,108.8
City Hotel,111,1,1,D,113
City Hotel,110,4,2,A,75
City Hotel,111,1,1,A,75
City Hotel,111,1,1,A,75
City Hotel,111,2,2,A,86.36
City Hotel,110,3,2,A,75
City Hotel,110,4,2,A,90.1
City Hotel,110,5,2,A,100.8
City Hotel,111,2,2,A,108
City Hotel,110,3,2,A,75
City Hotel,110,3,2,A,75
City Hotel,110,4,2,A,75
City Hotel,111,1,2,A,143
City Hotel,111,1,2,A,143
City Hotel,110,4,2,D,77.52
City Hotel,110,5,2,A,66.53
City Hotel,110,4,2,D,72.12
City Hotel,111,1,2,A,146
City Hotel,110,4,2,A,54.71
City Hotel,110,4,2,A,74.8
City Hotel,110,5,2,A,64.14
City Hotel,110,4,2,F,198
City Hotel,111,1,2,D,163
City Hotel,110,4,3,D,134.3
City Hotel,110,4,2,A,91.8
City Hotel,110,4,2,A,74.8
City Hotel,110,6,2,A,68.65
City Hotel,110,4,2,A,100.8
City Hotel,110,4,3,D,125.8
City Hotel,110,4,2,A,75
City Hotel,111,2,2,A,98
City Hotel,111,2,2,A,98
City Hotel,111,3,2,A,64.37
City Hotel,110,7,2,A,57.6
City Hotel,110,4,2,A,131.4
City Hotel,111,3,2,A,108
City Hotel,111,1,2,A,99
City Hotel,111,3,2,A,95.4
City Hotel,110,4,2,D,90.71
City Hotel,111,1,2,A,79.2
City Hotel,111,2,2,A,75
City Hotel,111,3,2,A,75
City Hotel,111,2,2,A,88
City Hotel,111,2,2,A,88
City Hotel,110,5,2,A,74.8
City Hotel,110,4,2,D,102.6
City Hotel,111,2,1,A,80
City Hotel,120,2,1,A,95
City Hotel,111,2,3,D,121.66
City Hotel,111,3,2,A,60.8
City Hotel,111,1,2,A,154
City Hotel,111,3,2,A,88
City Hotel,111,3,2,A,88
City Hotel,111,1,2,A,154
City Hotel,111,1,2,A,75
City Hotel,122,1,2,A,77
City Hotel,127,2,2,A,77
City Hotel,137,1,2,A,75
City Hotel,111,1,1,A,88
City Hotel,111,1,1,A,109
City Hotel,111,1,1,A,88
City Hotel,111,2,1,A,80
City Hotel,111,1,2,A,128
City Hotel,110,6,3,D,135.8
City Hotel,111,1,2,A,100
City Hotel,110,6,2,A,91.8
City Hotel,111,2,2,A,95.4
City Hotel,111,3,2,A,68.47
City Hotel,111,3,2,A,68.47
City Hotel,111,3,2,A,68.47
City Hotel,110,6,2,A,75
City Hotel,111,1,1,A,98
City Hotel,111,3,2,A,156
City Hotel,110,5,3,E,158.1
City Hotel,111,2,1,A,79.2
City Hotel,111,3,2,A,79.2
City Hotel,111,3,2,A,79.2
City Hotel,111,2,2,A,88
City Hotel,110,4,2,F,149.6
City Hotel,111,1,2,A,163
City Hotel,111,1,2,A,108
City Hotel,111,1,2,A,259
City Hotel,111,3,2,A,67.76
City Hotel,111,3,2,A,79.2
City Hotel,111,3,2,A,72
City Hotel,111,1,2,A,98
City Hotel,111,2,1,A,86.4
City Hotel,111,3,2,A,75
City Hotel,111,3,2,A,75
City Hotel,111,1,2,A,88
City Hotel,111,2,2,A,108
City Hotel,111,1,2,A,98
City Hotel,111,2,2,A,75
City Hotel,111,3,2,A,72
City Hotel,111,1,2,A,99
City Hotel,111,1,2,D,100
City Hotel,111,2,2,A,79.2
City Hotel,110,4,2,A,83.3
City Hotel,111,1,2,A,95.4
City Hotel,111,3,2,A,73.46
City Hotel,111,3,2,A,108
City Hotel,111,1,2,A,79.2
City Hotel,111,2,3,D,140.4
City Hotel,111,1,2,A,89.1
City Hotel,111,1,2,A,80
City Hotel,111,1,2,A,108
City Hotel,111,3,2,A,77
City Hotel,111,1,2,A,119
City Hotel,110,5,2,D,108.49
City Hotel,111,1,2,A,88
City Hotel,111,2,2,A,88
City Hotel,111,3,2,A,83.16
City Hotel,111,2,2,A,108
City Hotel,111,1,2,A,98
City Hotel,110,5,2,A,74.8
City Hotel,111,3,2,D,148.67
City Hotel,110,5,2,A,97.28
City Hotel,111,4,2,A,124.1
City Hotel,111,1,2,A,79
City Hotel,111,2,1,A,98
City Hotel,111,1,2,A,70
City Hotel,110,7,2,A,74.8
City Hotel,111,4,2,A,88.4
City Hotel,111,3,2,D,126.4
City Hotel,111,3,2,A,75
City Hotel,111,3,1,A,98
City Hotel,111,4,2,D,90.71
City Hotel,111,1,1,A,98
City Hotel,111,3,2,A,79.2
City Hotel,110,7,2,A,59.5
City Hotel,111,4,2,A,91.8
City Hotel,111,2,1,A,89
City Hotel,111,2,1,A,98
City Hotel,111,2,2,A,88
City Hotel,111,4,2,A,88.4
City Hotel,111,4,2,F,198
City Hotel,111,4,2,A,90.1
City Hotel,111,3,3,D,138.6
City Hotel,111,1,2,A,108
City Hotel,111,3,2,A,79.2
City Hotel,111,1,1,D,123
City Hotel,111,1,2,D,123
City Hotel,111,1,1,D,123
City Hotel,111,3,2,A,75
City Hotel,111,3,2,A,108
City Hotel,110,5,2,A,101.66
City Hotel,111,4,2,A,50.98
City Hotel,110,7,2,A,91.8
City Hotel,111,1,1,D,128
City Hotel,111,3,2,A,79.2
City Hotel,111,4,2,A,108.8
City Hotel,111,4,2,A,74.8
City Hotel,110,5,2,A,68
City Hotel,111,4,2,A,54.71
City Hotel,111,4,2,A,90.1
City Hotel,111,4,2,A,91.8
City Hotel,111,1,1,D,128
City Hotel,111,3,2,A,75
City Hotel,110,6,1,A,108.8
City Hotel,110,5,2,A,68
City Hotel,111,4,2,E,115.2
City Hotel,111,2,2,A,93
City Hotel,111,3,2,A,50.2
City Hotel,111,3,1,D,121.33
City Hotel,111,4,2,A,91.8
City Hotel,110,7,2,A,71
City Hotel,111,1,2,F,168.3
City Hotel,111,4,1,A,91.8
City Hotel,111,4,3,D,129.2
City Hotel,111,4,2,A,74.8
City Hotel,111,4,2,A,74.8
City Hotel,111,3,1,D,139.67
City Hotel,111,3,1,D,139.67
City Hotel,111,4,2,A,75
City Hotel,111,4,1,A,90.1
City Hotel,111,4,3,E,115.6
City Hotel,111,5,2,A,74.8
City Hotel,111,3,2,A,111.6
City Hotel,111,3,2,A,111.6
City Hotel,111,5,3,D,134.3
City Hotel,111,5,2,A,74.8
City Hotel,111,5,3,E,111.52
City Hotel,111,4,2,G,223
City Hotel,111,3,2,A,80
City Hotel,111,1,1,A,65
City Hotel,111,4,2,F,147.9
City Hotel,111,2,1,A,65
City Hotel,111,2,1,A,65
City Hotel,111,2,1,A,65
City Hotel,111,4,1,A,93
City Hotel,111,3,2,A,75
City Hotel,111,4,1,A,93
City Hotel,111,5,2,D,127.59
City Hotel,110,7,2,A,59.5
City Hotel,111,4,2,F,198
City Hotel,110,6,2,A,107.1
City Hotel,111,4,1,A,95.5
City Hotel,111,5,2,A,67.15
City Hotel,111,1,2,A,95.2
City Hotel,111,1,2,A,95.2
City Hotel,110,6,1,A,74.8
City Hotel,111,2,2,A,86.4
City Hotel,110,6,2,A,74.8
City Hotel,111,2,2,A,106
City Hotel,111,2,2,F,207
City Hotel,111,4,2,D,73.37
City Hotel,111,1,1,A,89
City Hotel,110,7,2,A,90.1
City Hotel,110,6,2,A,68
City Hotel,111,5,2,A,91.3
City Hotel,111,3,2,A,80
City Hotel,111,2,2,D,75
City Hotel,111,3,2,D,90
City Hotel,111,1,1,A,89
City Hotel,111,3,2,D,120
City Hotel,111,1,2,A,108
City Hotel,112,1,2,A,88
City Hotel,111,5,2,A,108.8
City Hotel,111,4,2,A,83.8
City Hotel,111,5,2,F,145.52
City Hotel,111,3,2,A,95.4
City Hotel,111,1,2,A,99
City Hotel,111,3,2,A,98.93
City Hotel,111,4,2,A,68.84
City Hotel,111,4,2,A,57.6
City Hotel,110,7,2,A,80.76
City Hotel,111,6,2,A,90.1
City Hotel,111,6,2,A,90.1
City Hotel,111,5,1,A,150
City Hotel,110,9,2,A,117.87
City Hotel,111,3,2,A,80
City Hotel,111,4,2,F,149.6
City Hotel,111,5,2,E,124.8
City Hotel,111,6,3,D,138.55
City Hotel,111,6,3,D,132.18
City Hotel,111,6,2,D,100.3
City Hotel,111,5,2,A,75
City Hotel,111,1,2,A,99
City Hotel,111,2,2,A,99
City Hotel,111,2,2,A,108
City Hotel,111,4,3,A,150
City Hotel,110,9,2,E,121
City Hotel,111,5,2,A,54.71
City Hotel,111,1,2,A,99
City Hotel,110,7,2,D,96.9
City Hotel,111,5,2,A,54.71
City Hotel,111,5,2,A,67.15
City Hotel,111,5,3,E,115.6
City Hotel,111,5,2,A,114.4
City Hotel,111,4,2,D,100.3
City Hotel,111,4,2,A,64.67
City Hotel,111,4,2,A,90.1
City Hotel,110,7,2,A,74.8
City Hotel,111,4,2,D,100.3
City Hotel,110,7,2,A,108.8
City Hotel,111,3,3,D,163
City Hotel,111,1,2,A,12
City Hotel,111,1,2,A,12
City Hotel,111,7,2,D,95.69
City Hotel,111,2,1,A,99
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,2,2,A,99
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,74.8
City Hotel,110,8,1,A,79.2
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,3,A,108
City Hotel,111,4,1,A,68
City Hotel,111,4,1,A,68
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,1,A,68
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,2,A,78
City Hotel,111,4,3,A,108
City Hotel,111,4,2,A,78
City Hotel,111,3,2,A,79.2
City Hotel,111,4,2,A,74.8
City Hotel,111,4,2,A,74.8
City Hotel,111,3,2,A,88
City Hotel,111,1,2,G,234
City Hotel,111,4,2,A,75
City Hotel,111,4,2,A,75
City Hotel,111,2,2,A,75
City Hotel,111,2,2,F,258
City Hotel,111,3,2,D,198
City Hotel,111,2,2,A,99
City Hotel,111,2,2,A,67.76
City Hotel,111,3,2,D,129.1
City Hotel,111,3,2,A,72
City Hotel,111,3,2,A,97
City Hotel,111,3,2,A,139
City Hotel,111,2,2,D,98.88
City Hotel,111,7,2,D,76.5
City Hotel,111,4,2,A,78
City Hotel,111,3,2,A,104
City Hotel,111,6,2,D,106.3
City Hotel,111,4,2,A,90.1
City Hotel,111,7,3,E,115.6
City Hotel,111,4,2,A,91.8
City Hotel,111,3,2,A,67.76
City Hotel,111,6,2,A,74.8
City Hotel,111,5,2,D,100.3
City Hotel,111,3,2,A,122.4
City Hotel,111,5,2,D,98.6
City Hotel,111,3,2,A,98
City Hotel,111,4,2,A,109.65
City Hotel,111,3,2,D,105.55
City Hotel,111,3,3,D,138.6
City Hotel,111,3,2,D,101.17
City Hotel,111,2,2,A,163
City Hotel,111,4,2,A,78
City Hotel,111,3,2,A,99.2
City Hotel,111,3,2,F,208
City Hotel,111,2,2,A,103.6
City Hotel,111,3,2,D,127
City Hotel,111,8,2,G,222
City Hotel,111,3,3,A,105
City Hotel,111,4,3,E,124.1
City Hotel,112,1,2,A,79.2
City Hotel,112,1,1,A,72
City Hotel,112,1,2,A,100
City Hotel,111,3,1,A,75
City Hotel,111,3,1,A,75
City Hotel,111,4,2,D,115.58
City Hotel,111,2,1,A,93.5
City Hotel,111,3,2,A,111.6
City Hotel,111,8,2,D,95.2
City Hotel,111,2,2,F,118.5
City Hotel,133,3,2,D,125.96
City Hotel,111,3,2,D,105.33
City Hotel,111,3,2,D,105.33
City Hotel,112,1,2,A,98
City Hotel,111,3,2,A,68
City Hotel,111,3,2,A,68
City Hotel,111,3,2,D,105.33
City Hotel,111,3,2,D,105.33
City Hotel,111,3,2,A,75
City Hotel,111,3,2,A,75
City Hotel,111,3,2,A,68.47
City Hotel,111,4,2,A,88.4
City Hotel,111,3,2,D,110.33
City Hotel,111,3,2,A,75
City Hotel,111,3,2,A,75
City Hotel,111,7,2,A,132.13
City Hotel,112,1,2,A,97
City Hotel,111,5,2,A,122.74
City Hotel,111,4,2,A,65.91
City Hotel,111,2,2,A,93.5
City Hotel,111,3,1,A,75
City Hotel,111,5,1,A,75
City Hotel,111,5,2,A,75
City Hotel,111,8,2,A,80
City Hotel,111,2,2,A,79.2
City Hotel,111,3,1,A,88.2
City Hotel,111,7,3,D,133.33
City Hotel,112,1,2,A,107
City Hotel,111,3,2,A,92
City Hotel,111,4,2,A,79.48
City Hotel,112,3,2,A,85
City Hotel,111,4,2,A,74.8
City Hotel,112,2,2,A,105
City Hotel,112,2,2,A,79.2
City Hotel,112,2,1,A,80
City Hotel,112,2,1,A,80
City Hotel,111,4,2,F,149.6
City Hotel,112,1,1,A,98
City Hotel,112,2,1,A,85
City Hotel,111,3,2,A,96
City Hotel,111,4,3,D,135.15
City Hotel,111,4,2,A,79.48
City Hotel,112,2,2,A,100
City Hotel,111,4,2,F,149.6
City Hotel,112,2,2,A,93.6
City Hotel,111,5,2,A,74.2
City Hotel,111,4,2,A,88.4
City Hotel,111,4,2,A,88.4
City Hotel,111,4,2,A,72
City Hotel,111,4,2,D,96.9
City Hotel,111,4,2,A,79.48
City Hotel,111,3,2,E,130
City Hotel,112,2,2,A,61.6
City Hotel,111,5,2,D,97.58
City Hotel,112,1,1,A,90
City Hotel,112,1,1,A,90
City Hotel,111,4,2,A,92.65
City Hotel,112,2,2,A,98
City Hotel,111,3,2,A,113.4
City Hotel,111,5,4,G,191.39
City Hotel,111,6,2,A,75
City Hotel,111,5,2,A,90.1
City Hotel,112,2,2,A,77
City Hotel,111,5,2,A,88.4
City Hotel,111,4,2,A,90.1
City Hotel,111,3,2,A,80
City Hotel,111,5,2,A,74.8
City Hotel,112,3,2,A,75
City Hotel,111,5,1,A,78.54
City Hotel,112,2,2,A,80
City Hotel,111,4,2,A,59.4
City Hotel,112,2,1,D,118
City Hotel,111,7,2,D,97.39
City Hotel,111,4,2,F,135.52
City Hotel,112,2,1,A,78
City Hotel,112,1,1,A,86.4
City Hotel,112,2,3,D,122.4
City Hotel,112,2,2,D,103.5
City Hotel,112,2,1,A,90
City Hotel,112,1,2,A,107
City Hotel,112,3,3,D,158
City Hotel,112,1,2,A,108
City Hotel,112,2,2,A,79.2
City Hotel,112,1,1,A,80
City Hotel,111,4,3,D,126.6
City Hotel,112,3,2,A,80
City Hotel,112,3,2,A,75
City Hotel,111,4,2,A,90.1
City Hotel,112,2,2,A,75
City Hotel,111,4,1,A,91
City Hotel,111,4,2,A,83.6
City Hotel,112,3,2,A,93.6
City Hotel,112,3,2,A,72
City Hotel,112,1,2,A,88
City Hotel,112,3,1,A,88
City Hotel,112,3,2,A,75
City Hotel,112,3,2,A,75
City Hotel,111,4,2,A,107.1
City Hotel,112,3,2,A,75
City Hotel,112,3,2,A,75
City Hotel,112,1,2,A,146
City Hotel,112,3,2,A,98
City Hotel,112,3,2,A,75
City Hotel,111,5,3,E,120.52
City Hotel,112,1,1,D,149
City Hotel,112,3,1,A,72
City Hotel,111,4,2,D,76.16
City Hotel,111,5,3,E,121.72
City Hotel,112,1,1,A,67.5
City Hotel,112,1,1,A,67.5
City Hotel,112,3,1,A,80
City Hotel,112,2,2,A,80
City Hotel,111,5,1,D,94.86
City Hotel,111,5,2,D,94.86
City Hotel,111,5,2,A,120.7
City Hotel,111,5,3,D,167.45
City Hotel,111,5,2,A,120.36
City Hotel,111,5,2,A,74.8
City Hotel,112,3,2,F,190
City Hotel,112,4,2,A,97.2
City Hotel,112,4,2,A,85
City Hotel,112,2,2,A,70
City Hotel,112,2,2,A,70
City Hotel,112,4,2,A,60.94
City Hotel,112,4,2,A,74.8
City Hotel,112,3,2,D,109.73
City Hotel,112,4,2,D,97.75
City Hotel,112,2,1,A,51.21
City Hotel,112,4,2,D,97.75
City Hotel,112,4,2,A,85
City Hotel,112,3,2,A,64
City Hotel,112,3,3,E,104
City Hotel,112,1,1,A,73
City Hotel,112,4,2,A,74.8
City Hotel,112,3,3,D,193
City Hotel,112,4,2,A,85
City Hotel,112,1,1,A,80
City Hotel,111,5,3,E,110.16
City Hotel,112,1,1,A,89
City Hotel,112,1,1,A,89
City Hotel,113,1,1,A,89
City Hotel,114,1,1,A,80
City Hotel,112,1,1,A,80
City Hotel,114,2,1,A,80
City Hotel,112,2,1,A,80
City Hotel,112,4,3,D,127.5
City Hotel,112,2,1,D,95
City Hotel,117,1,1,A,80
City Hotel,112,1,1,A,80
City Hotel,112,4,2,G,207.22
City Hotel,112,2,2,A,127.8
City Hotel,111,5,2,A,88.4
City Hotel,111,5,2,A,88.4
City Hotel,112,3,2,A,123
City Hotel,112,4,2,A,83.3
City Hotel,112,3,2,A,75
City Hotel,112,2,1,A,71.1
City Hotel,112,2,1,A,71.1
City Hotel,113,1,1,A,88
City Hotel,112,3,2,A,98
City Hotel,112,4,3,D,127.5
