creditlimit,sex,education,marriage,age,default
370000,male,university,married,38,1
30000,female,graduate school,married,22,1
150000,male,graduate school,married,56,1
150000,female,university,single,26,1
150000,female,graduate school,single,26,1
80000,male,university,married,36,1
170000,male,university,married,49,1
80000,male,university,single,30,1
120000,female,university,married,34,1
50000,male,university,married,52,1
50000,female,university,other,48,1
200000,female,university,married,43,1
140000,male,high school,married,45,1
50000,female,high school,married,45,1
50000,male,graduate school,single,29,1
30000,female,high school,single,36,1
30000,male,university,single,29,1
30000,female,other,single,23,1
30000,male,high school,single,53,1
180000,female,graduate school,single,32,1
50000,male,university,married,28,1
110000,female,university,married,26,1
70000,male,high school,married,46,1
190000,male,graduate school,married,50,1
140000,male,graduate school,single,28,1
500000,female,graduate school,married,36,1
60000,male,high school,married,58,1
50000,male,university,single,23,1
20000,female,university,married,33,1
90000,female,university,single,48,1
50000,male,university,single,22,1
190000,female,graduate school,married,39,1
60000,male,high school,single,34,1
80000,male,university,married,36,1
50000,female,graduate school,single,26,1
20000,female,university,married,34,1
20000,male,high school,single,25,1
100000,female,university,married,41,1
40000,female,high school,married,48,1
220000,male,graduate school,single,28,1
80000,female,high school,single,30,1
200000,male,graduate school,single,37,1
90000,male,university,single,28,1
90000,male,high school,married,45,1
110000,female,university,married,42,1
180000,male,university,single,38,1
80000,male,university,married,37,1
16000,female,university,married,48,1
30000,male,high school,single,28,1
30000,male,graduate school,single,33,1
200000,female,high school,married,69,1
130000,female,graduate school,single,29,1
280000,male,university,single,30,1
100000,female,university,single,25,1
100000,female,university,married,30,1
80000,female,university,married,23,1
160000,female,university,single,27,1
20000,female,university,married,24,1
50000,female,university,single,22,1
50000,female,university,married,38,1
50000,female,university,married,49,1
100000,female,university,married,41,1
30000,female,university,married,23,1
30000,female,university,married,26,1
260000,female,graduate school,single,33,1
30000,female,high school,single,27,1
50000,female,graduate school,single,25,1
120000,female,university,other,37,1
90000,female,university,married,35,1
30000,female,high school,single,59,1
120000,male,high school,married,38,1
160000,female,university,single,37,1
220000,female,graduate school,single,24,1
360000,male,university,married,45,1
60000,male,university,single,26,1
240000,female,graduate school,married,40,1
190000,male,graduate school,single,36,1
20000,female,university,single,24,1
50000,female,high school,married,70,1
50000,male,high school,married,50,1
50000,male,university,single,42,1
140000,male,graduate school,married,34,1
10000,male,university,single,26,1
50000,female,high school,single,22,1
100000,male,high school,married,35,1
20000,female,university,married,23,1
20000,female,graduate school,single,25,1
20000,male,high school,single,26,1
80000,male,university,other,39,1
110000,female,graduate school,married,41,1
100000,female,high school,single,28,1
100000,male,high school,married,44,1
360000,female,high school,married,36,1
200000,male,graduate school,married,43,1
130000,female,university,single,23,1
20000,female,university,single,23,1
500000,male,graduate school,married,55,1
50000,female,graduate school,single,49,1
150000,female,university,married,36,1
20000,female,high school,married,56,1
280000,female,graduate school,married,41,1
120000,male,university,single,68,1
80000,female,university,single,64,1
10000,male,graduate school,single,23,1
120000,female,university,married,36,1
50000,female,university,single,24,1
70000,female,university,married,27,1
250000,female,university,married,29,1
180000,female,university,married,60,1
20000,male,graduate school,single,33,1
330000,female,university,single,40,1
110000,female,graduate school,married,32,1
50000,male,university,single,25,1
30000,male,high school,single,28,1
70000,female,graduate school,single,24,1
220000,male,university,married,46,1
50000,female,university,married,34,1
140000,female,university,single,23,1
240000,male,graduate school,married,60,1
60000,female,university,single,29,1
240000,female,graduate school,married,37,1
130000,female,university,single,39,1
260000,female,graduate school,married,53,1
10000,female,graduate school,single,23,1
130000,female,university,married,28,1
20000,male,university,single,27,1
20000,female,university,single,22,1
50000,male,university,single,24,1
70000,female,university,married,33,1
20000,male,high school,single,26,1
130000,male,graduate school,married,35,1
150000,male,high school,married,53,1
190000,female,university,single,27,1
80000,male,graduate school,single,34,1
260000,female,graduate school,single,30,1
50000,male,graduate school,single,33,1
100000,female,university,married,28,1
70000,female,university,married,27,1
50000,male,university,single,29,1
30000,male,high school,married,33,1
90000,female,high school,married,35,1
110000,female,university,married,39,1
130000,female,university,single,25,1
20000,female,high school,married,45,1
30000,female,university,married,40,1
50000,male,university,single,34,1
50000,male,university,single,25,1
80000,male,university,single,27,1
60000,male,graduate school,single,31,1
260000,male,high school,married,50,1
50000,female,university,single,25,1
240000,male,high school,married,40,1
200000,male,university,single,29,1
100000,male,university,single,26,1
50000,female,university,married,41,1
80000,female,university,single,23,1
110000,male,university,single,26,1
50000,female,university,married,41,1
30000,female,high school,married,44,1
20000,male,university,single,24,1
80000,female,high school,married,41,1
190000,female,graduate school,single,26,1
20000,female,university,single,26,1
220000,male,graduate school,single,29,1
100000,female,university,single,25,1
30000,female,university,single,24,1
170000,male,graduate school,married,45,1
160000,male,university,single,34,1
390000,female,university,married,43,1
30000,female,high school,married,46,1
30000,female,high school,married,50,1
30000,male,university,married,40,1
20000,male,high school,married,50,1
100000,male,university,single,25,1
60000,female,graduate school,single,24,1
70000,male,graduate school,single,26,1
80000,female,university,single,42,1
20000,male,university,single,25,1
230000,female,graduate school,single,26,1
210000,female,graduate school,single,31,1
30000,female,university,single,23,1
110000,male,university,married,38,1
60000,female,graduate school,married,43,1
30000,female,high school,single,29,1
100000,male,university,single,27,1
10000,male,graduate school,single,22,1
300000,male,graduate school,single,26,1
60000,female,university,single,24,1
20000,male,high school,single,39,1
220000,female,university,married,37,1
120000,female,university,single,24,1
470000,male,graduate school,married,40,1
100000,female,high school,married,36,1
20000,male,high school,single,59,1
410000,female,high school,single,28,1
110000,male,university,single,25,1
50000,female,high school,married,57,1
80000,female,high school,married,39,1
100000,male,university,married,44,1
120000,male,graduate school,married,52,1
50000,female,high school,married,46,1
100000,male,graduate school,single,29,1
50000,female,university,other,30,1
90000,female,graduate school,single,30,1
150000,male,university,married,37,1
320000,female,graduate school,single,32,1
130000,female,graduate school,single,30,1
390000,male,graduate school,married,45,1
130000,male,university,married,44,1
60000,female,graduate school,single,25,1
180000,male,graduate school,married,38,1
100000,female,university,single,30,1
100000,male,university,single,35,1
70000,female,high school,married,27,1
90000,female,university,married,26,1
30000,male,university,single,29,1
20000,male,university,married,36,1
60000,female,university,married,30,1
30000,female,university,married,56,1
80000,female,high school,married,46,1
190000,female,high school,married,41,1
20000,male,university,single,24,1
300000,female,university,married,28,1
20000,male,university,single,36,1
100000,female,graduate school,single,38,1
150000,male,graduate school,married,41,1
90000,female,university,single,23,1
360000,male,university,married,30,1
150000,female,graduate school,single,27,1
20000,male,university,married,39,1
110000,male,high school,married,35,1
80000,male,university,single,41,1
30000,female,university,single,27,1
130000,female,university,married,27,1
20000,male,graduate school,single,24,1
60000,male,university,married,54,1
40000,female,graduate school,single,26,1
30000,female,high school,married,41,1
110000,male,university,single,34,1
30000,female,graduate school,single,24,1
170000,male,high school,single,26,1
240000,female,university,married,31,1
20000,male,university,single,30,1
110000,male,university,single,28,1
30000,male,university,single,28,1
30000,female,university,single,23,1
120000,male,university,married,60,1
70000,male,graduate school,single,36,1
210000,male,university,married,54,1
110000,male,university,single,47,1
80000,female,university,single,23,1
70000,female,graduate school,single,28,1
30000,male,university,single,30,1
50000,female,graduate school,single,27,1
170000,female,university,married,36,1
50000,male,university,single,26,1
70000,female,university,single,24,1
50000,male,high school,married,51,1
140000,female,university,single,27,1
70000,female,graduate school,married,36,1
80000,male,high school,single,44,1
140000,female,university,married,58,1
50000,female,high school,single,41,1
60000,female,university,other,64,1
230000,male,university,married,45,1
60000,female,graduate school,single,25,1
50000,male,university,single,23,1
30000,female,university,married,52,1
80000,female,university,single,24,1
130000,male,graduate school,single,28,1
100000,male,high school,other,48,1
90000,female,university,single,25,1
200000,male,graduate school,married,49,1
20000,female,university,married,22,1
130000,female,other,single,47,1
50000,female,university,single,31,1
270000,male,university,married,53,1
30000,female,university,single,27,1
50000,male,graduate school,single,28,1
80000,female,university,single,24,1
50000,female,university,single,24,1
40000,female,university,married,47,1
60000,female,university,married,29,1
170000,female,university,married,49,1
50000,male,university,single,36,1
50000,female,university,single,29,1
50000,female,high school,other,27,1
30000,female,high school,single,21,1
60000,female,university,single,24,1
50000,female,university,single,23,1
220000,male,university,married,40,1
80000,female,university,married,40,1
120000,male,graduate school,married,50,1
160000,female,university,single,42,1
30000,male,university,single,39,1
70000,male,university,single,41,1
250000,male,university,single,25,1
360000,male,high school,single,41,1
90000,male,high school,single,27,1
20000,male,graduate school,single,24,1
410000,female,graduate school,married,38,1
260000,female,university,married,39,1
50000,female,high school,married,22,1
150000,male,graduate school,single,42,1
200000,male,university,single,29,1
30000,male,high school,single,24,1
50000,female,high school,married,35,1
380000,male,graduate school,married,39,1
50000,male,university,married,49,1
50000,male,university,single,23,1
50000,male,university,single,29,1
130000,female,university,married,44,1
450000,male,high school,married,42,1
110000,female,graduate school,single,29,1
100000,male,high school,single,26,1
150000,female,high school,married,39,1
120000,female,graduate school,single,37,1
50000,female,high school,single,23,1
100000,male,graduate school,single,29,1
20000,male,university,married,39,1
30000,female,high school,married,39,1
180000,female,university,single,34,1
30000,female,graduate school,married,35,1
50000,male,university,single,27,1
30000,male,graduate school,single,24,1
100000,female,university,single,32,1
50000,female,graduate school,single,28,1
50000,female,graduate school,single,30,1
180000,male,graduate school,single,31,1
10000,male,university,single,23,1
150000,male,high school,married,35,1
140000,male,graduate school,married,45,1
50000,male,university,married,36,1
30000,female,university,single,22,1
270000,female,high school,married,42,1
30000,male,graduate school,single,36,1
50000,female,high school,married,61,1
50000,female,university,single,22,1
60000,male,university,married,29,1
180000,female,graduate school,single,26,1
80000,female,graduate school,single,27,1
40000,male,high school,single,49,1
30000,male,graduate school,single,26,1
30000,female,high school,single,44,1
50000,female,university,single,23,1
220000,female,university,married,37,1
360000,female,graduate school,single,47,1
50000,male,university,single,27,1
50000,female,university,single,49,1
30000,male,graduate school,single,47,1
140000,male,university,single,27,1
30000,male,graduate school,married,47,1
50000,female,university,single,24,1
50000,male,high school,married,43,1
100000,female,university,single,29,1
150000,male,university,married,36,1
50000,female,university,married,34,1
80000,female,university,married,26,1
50000,male,university,single,25,1
100000,male,graduate school,single,30,1
20000,female,university,married,24,1
70000,male,university,married,37,1
10000,male,university,married,50,1
50000,male,university,married,33,1
90000,male,university,married,37,1
50000,female,graduate school,single,22,1
80000,female,high school,married,52,1
150000,female,graduate school,married,30,1
50000,female,university,married,27,1
50000,male,university,single,25,1
50000,male,graduate school,single,23,1
10000,male,university,single,29,1
100000,male,high school,single,36,1
170000,female,graduate school,single,30,1
100000,female,university,married,42,1
40000,female,high school,single,23,1
290000,male,graduate school,single,37,1
130000,male,university,single,33,1
150000,male,university,married,35,1
300000,female,graduate school,single,48,1
60000,female,university,single,31,1
180000,female,university,married,51,1
200000,male,graduate school,married,34,1
160000,female,university,single,24,1
220000,female,graduate school,married,46,1
70000,female,graduate school,single,34,1
80000,female,high school,single,27,1
30000,female,high school,married,33,1
50000,female,graduate school,single,27,1
50000,female,university,married,30,1
130000,female,graduate school,married,37,1
140000,male,high school,married,45,1
110000,male,graduate school,married,32,1
380000,male,graduate school,married,46,1
100000,female,university,married,38,1
50000,female,university,married,24,1
30000,male,university,single,28,1
30000,male,university,single,25,1
70000,female,university,single,30,1
30000,female,high school,married,47,1
350000,female,university,other,44,1
130000,female,university,married,41,1
390000,female,university,single,26,1
460000,male,graduate school,married,39,1
140000,male,high school,single,30,1
160000,male,university,married,37,1
60000,male,graduate school,single,31,1
100000,female,university,married,40,1
240000,female,other,married,41,1
100000,female,graduate school,married,42,1
50000,male,graduate school,married,33,1
200000,female,high school,married,41,1
30000,female,university,married,45,1
210000,male,university,single,31,1
10000,female,high school,married,42,1
100000,female,graduate school,married,39,1
130000,female,university,single,29,1
400000,female,university,single,30,1
80000,male,high school,single,43,1
20000,female,university,single,28,1
340000,female,university,married,33,1
50000,male,university,married,43,1
190000,male,university,married,37,1
50000,male,university,married,36,1
440000,female,university,single,25,1
70000,female,high school,married,59,1
100000,male,high school,single,25,1
40000,female,university,married,24,1
80000,male,university,single,30,1
80000,male,graduate school,single,39,1
80000,female,high school,married,48,1
30000,female,high school,married,23,1
20000,male,graduate school,single,23,1
100000,male,university,married,44,1
20000,female,graduate school,single,26,1
120000,male,graduate school,married,34,1
100000,male,high school,married,55,1
100000,female,graduate school,married,32,1
30000,female,high school,married,35,1
30000,female,university,married,36,1
170000,male,graduate school,single,48,1
60000,male,university,single,29,1
200000,female,university,single,37,1
280000,male,university,single,38,1
20000,male,high school,single,23,1
100000,female,high school,married,46,1
10000,female,graduate school,single,24,1
160000,female,university,single,25,1
20000,male,graduate school,single,24,1
140000,male,graduate school,married,31,1
110000,female,university,married,33,1
30000,male,graduate school,single,34,1
130000,male,graduate school,single,34,1
290000,male,university,married,36,1
90000,male,high school,married,49,1
20000,male,university,single,26,1
100000,male,high school,married,67,1
150000,female,university,married,29,1
20000,female,graduate school,single,28,1
70000,male,high school,married,50,1
110000,female,graduate school,single,37,1
180000,male,graduate school,single,23,1
250000,female,graduate school,single,28,1
60000,female,university,single,25,1
50000,female,high school,single,44,1
70000,female,university,single,39,1
220000,female,other,married,37,1
100000,male,university,married,53,1
60000,male,graduate school,married,38,1
30000,female,university,single,26,1
20000,male,graduate school,single,37,1
30000,female,university,married,33,1
20000,male,university,single,55,1
80000,male,university,married,31,1
100000,female,university,married,38,1
30000,female,graduate school,single,24,1
30000,female,university,married,34,1
130000,female,university,married,36,1
30000,female,university,single,23,1
230000,female,university,married,39,1
50000,female,university,married,30,1
30000,female,university,married,42,1
150000,female,high school,married,48,1
20000,male,university,married,38,1
40000,male,university,single,35,1
400000,male,graduate school,single,39,1
60000,female,university,single,48,1
180000,female,graduate school,single,32,1
40000,female,university,single,25,1
380000,male,high school,married,52,1
50000,female,graduate school,single,22,1
50000,female,university,married,41,1
120000,female,graduate school,single,27,1
50000,male,high school,married,41,1
30000,male,high school,married,52,1
80000,female,high school,married,46,1
140000,male,university,married,38,1
50000,male,university,single,46,1
170000,female,university,married,23,1
20000,male,university,single,43,1
100000,male,graduate school,married,30,1
180000,female,university,married,41,1
100000,female,university,married,58,1
20000,female,university,married,25,1
200000,female,university,single,49,1
310000,male,graduate school,single,29,1
180000,male,university,married,39,1
140000,female,university,single,32,1
30000,male,graduate school,single,25,1
50000,male,university,married,48,1
110000,male,university,single,24,1
220000,female,university,married,41,1
200000,male,other,single,40,1
50000,female,other,single,33,1
30000,female,high school,single,43,1
150000,male,university,married,39,1
90000,male,university,single,28,1
10000,female,high school,married,52,1
30000,female,university,single,25,1
130000,female,graduate school,single,30,1
100000,male,graduate school,single,31,1
120000,female,high school,single,53,1
100000,male,high school,married,30,1
260000,female,graduate school,married,52,1
70000,male,graduate school,single,40,1
50000,female,graduate school,married,36,1
100000,female,university,married,29,1
90000,female,university,married,27,1
50000,female,university,married,31,1
80000,female,university,married,34,1
200000,female,graduate school,married,38,1
30000,female,high school,married,31,1
130000,male,graduate school,married,47,1
270000,male,university,married,48,1
280000,male,graduate school,married,45,1
50000,male,university,single,22,1
70000,female,university,married,51,1
10000,male,university,single,23,1
500000,male,graduate school,married,41,1
50000,female,high school,single,22,1
80000,male,high school,married,46,1
80000,female,university,married,33,1
50000,male,high school,single,36,1
100000,male,university,married,41,1
160000,female,university,single,32,1
200000,female,graduate school,married,27,1
140000,female,graduate school,single,27,1
10000,male,university,single,22,1
50000,female,high school,married,50,1
110000,female,university,single,29,1
80000,male,university,married,37,1
60000,male,university,married,46,1
20000,male,high school,single,61,1
150000,male,graduate school,single,30,1
180000,female,university,married,29,1
500000,female,graduate school,single,41,1
10000,female,high school,married,45,1
320000,female,graduate school,single,27,1
60000,female,graduate school,single,28,1
30000,male,university,single,29,1
90000,female,university,married,34,1
60000,female,university,married,23,1
30000,female,high school,married,38,1
150000,male,graduate school,single,32,1
120000,male,graduate school,married,34,1
90000,female,high school,married,33,1
130000,male,university,married,53,1
80000,male,university,single,27,1
260000,female,university,married,43,1
470000,male,high school,single,37,1
170000,male,graduate school,single,27,1
260000,female,graduate school,single,30,1
10000,male,university,married,58,1
130000,female,university,single,24,1
190000,female,university,married,45,1
200000,male,university,married,28,1
130000,male,university,single,26,1
110000,female,university,single,59,1
30000,male,high school,single,44,1
500000,male,graduate school,married,40,1
180000,female,graduate school,married,37,1
190000,male,university,married,58,1
250000,male,university,married,38,1
100000,male,high school,single,32,1
120000,female,university,single,27,1
70000,female,university,married,34,1
50000,male,high school,single,26,1
120000,female,graduate school,single,33,1
30000,female,university,single,27,1
50000,male,high school,single,30,1
150000,female,other,married,25,1
20000,female,graduate school,single,24,1
20000,male,university,married,41,1
50000,male,university,single,27,1
20000,female,university,married,28,1
90000,female,graduate school,single,42,1
10000,male,high school,single,41,1
30000,male,university,single,31,1
120000,male,university,married,27,1
200000,female,university,married,43,1
230000,female,university,single,29,1
50000,male,high school,married,54,1
130000,male,other,single,46,1
30000,female,university,married,22,1
20000,female,university,single,23,1
30000,female,graduate school,single,23,1
150000,female,university,married,34,1
20000,male,university,single,63,1
80000,female,university,single,38,1
30000,male,graduate school,single,35,1
80000,male,high school,married,27,1
170000,female,graduate school,married,30,1
90000,female,university,married,47,1
140000,female,graduate school,single,34,1
220000,male,graduate school,married,48,1
140000,male,university,single,28,1
20000,male,graduate school,single,39,1
30000,female,university,single,23,1
50000,female,high school,married,27,1
100000,male,university,single,29,1
130000,female,high school,single,24,1
20000,male,university,single,25,1
100000,male,university,single,34,1
70000,female,graduate school,single,29,1
200000,male,university,married,58,1
120000,female,university,married,30,1
300000,female,graduate school,married,47,1
160000,female,graduate school,married,69,1
120000,male,university,married,39,1
70000,female,university,single,34,1
90000,female,graduate school,single,27,1
90000,female,university,married,30,1
30000,female,university,married,23,1
30000,male,university,single,25,1
30000,female,high school,single,24,1
30000,female,high school,married,53,1
30000,female,graduate school,single,24,1
70000,female,university,married,27,1
420000,male,high school,married,45,1
420000,male,graduate school,married,46,1
100000,male,university,married,29,1
60000,male,high school,single,31,1
160000,female,university,married,34,1
30000,female,high school,married,35,1
280000,female,university,single,30,1
20000,male,high school,married,36,1
100000,female,high school,married,28,1
180000,female,graduate school,married,38,1
90000,female,university,single,39,1
50000,female,university,married,47,1
260000,male,university,married,64,1
90000,female,university,single,28,1
20000,male,university,single,49,1
50000,male,high school,married,55,1
70000,female,high school,married,53,1
120000,male,graduate school,married,36,1
70000,female,high school,married,43,1
50000,male,high school,other,55,1
150000,male,high school,married,27,1
120000,female,university,single,43,1
70000,female,university,single,23,1
120000,male,university,married,31,1
50000,male,high school,married,53,1
10000,female,high school,married,55,1
150000,male,university,single,28,1
280000,female,university,married,39,1
20000,female,university,married,36,1
140000,male,graduate school,married,49,1
90000,female,university,single,23,1
50000,male,university,married,47,1
110000,female,university,single,25,1
40000,female,university,single,23,1
50000,male,graduate school,married,37,1
60000,male,university,single,36,1
100000,female,graduate school,single,22,1
50000,female,university,married,29,1
190000,female,graduate school,single,28,1
30000,female,graduate school,single,21,1
90000,male,graduate school,married,34,1
20000,female,university,single,42,1
230000,female,university,married,37,1
30000,female,high school,married,47,1
160000,female,graduate school,single,33,1
80000,male,university,married,30,1
20000,male,university,single,24,1
20000,male,university,single,24,1
100000,female,university,single,28,1
170000,male,high school,married,31,1
80000,male,university,single,23,1
80000,female,high school,single,26,1
30000,male,university,married,33,1
50000,male,graduate school,single,26,1
390000,male,graduate school,single,26,1
100000,female,university,single,27,1
50000,female,university,married,29,1
290000,male,graduate school,married,38,1
160000,male,graduate school,single,53,1
10000,male,university,single,27,1
30000,female,high school,married,44,1
100000,male,graduate school,married,46,1
50000,female,graduate school,married,54,1
30000,female,university,married,41,1
170000,female,university,married,37,1
70000,female,university,married,33,1
350000,female,graduate school,single,24,1
10000,male,high school,single,28,1
430000,female,university,married,42,1
50000,male,university,married,48,1
200000,male,graduate school,married,38,1
10000,female,university,single,22,1
130000,female,graduate school,married,36,1
50000,male,high school,married,52,1
180000,female,graduate school,single,27,1
20000,female,university,single,23,1
50000,female,university,other,47,1
50000,male,university,married,36,1
100000,female,graduate school,single,25,1
20000,male,university,single,24,1
120000,male,other,married,39,1
60000,female,university,married,33,1
90000,male,university,married,42,1
130000,female,university,married,45,1
30000,female,university,single,27,1
20000,female,university,single,22,1
50000,male,university,single,31,1
120000,male,high school,single,37,1
130000,male,graduate school,married,39,1
150000,male,university,single,26,1
90000,female,university,single,33,1
200000,female,graduate school,married,35,1
140000,male,graduate school,single,34,1
130000,female,graduate school,single,24,1
40000,female,university,married,23,1
280000,female,graduate school,single,62,1
100000,male,university,married,33,1
50000,male,high school,single,23,1
20000,female,university,married,28,1
50000,female,graduate school,single,28,1
30000,female,university,married,27,1
80000,male,university,single,26,1
230000,female,university,married,43,1
50000,male,university,single,30,1
130000,male,university,married,31,1
40000,male,high school,single,24,1
20000,male,university,married,43,1
30000,female,university,married,29,1
50000,female,university,single,26,1
160000,female,university,married,41,1
20000,male,university,married,53,1
150000,female,university,married,39,1
60000,male,high school,married,38,1
100000,female,university,married,33,1
300000,female,graduate school,single,34,1
20000,male,high school,single,52,1
350000,male,graduate school,single,35,1
20000,male,graduate school,single,23,1
20000,male,university,single,23,1
20000,male,graduate school,married,48,1
40000,female,university,married,24,1
10000,male,university,single,43,1
230000,female,graduate school,married,34,1
50000,female,graduate school,single,22,1
30000,female,high school,single,26,1
380000,female,graduate school,married,42,1
150000,male,graduate school,married,31,1
270000,female,graduate school,married,35,1
60000,male,university,single,25,1
50000,female,high school,married,32,1
10000,male,university,single,23,1
100000,female,university,married,48,1
100000,female,graduate school,single,29,1
50000,female,high school,single,22,1
50000,female,high school,single,41,1
40000,female,university,single,23,1
320000,male,graduate school,married,48,1
50000,male,high school,single,32,1
100000,male,high school,married,36,1
240000,female,graduate school,single,46,1
30000,male,university,other,43,1
390000,male,graduate school,married,41,1
30000,male,high school,married,31,1
80000,male,graduate school,single,26,1
180000,female,high school,married,41,1
500000,male,graduate school,single,42,1
290000,female,university,married,29,1
20000,male,high school,single,31,1
260000,male,university,married,39,1
320000,male,graduate school,married,46,1
50000,male,graduate school,single,37,1
50000,male,high school,married,55,1
40000,female,university,single,26,1
440000,male,graduate school,single,52,1
20000,female,university,single,23,1
20000,female,high school,single,22,1
50000,female,high school,married,36,1
30000,female,high school,single,29,1
100000,female,graduate school,single,24,1
90000,male,high school,married,38,1
110000,male,graduate school,single,25,1
30000,female,university,single,49,1
200000,male,graduate school,married,30,1
70000,female,high school,married,30,1
30000,female,university,married,27,1
280000,female,high school,single,47,1
30000,male,university,single,27,1
30000,female,university,single,22,1
40000,male,high school,single,43,1
260000,male,graduate school,single,29,1
150000,female,university,single,27,1
50000,female,graduate school,single,29,1
30000,female,university,single,25,1
380000,male,graduate school,married,49,1
240000,female,university,married,35,1
450000,male,graduate school,married,43,1
20000,male,university,single,39,1
50000,male,university,married,41,1
40000,male,graduate school,married,47,1
230000,male,graduate school,married,42,1
250000,male,university,single,45,1
360000,male,graduate school,single,34,1
290000,female,university,married,45,1
20000,male,high school,married,44,1
50000,male,university,single,26,1
740000,female,university,married,35,1
20000,female,university,single,26,1
110000,female,university,single,31,1
180000,female,graduate school,single,28,1
200000,female,high school,married,42,1
80000,female,high school,single,24,1
90000,female,university,single,32,1
100000,male,other,single,51,1
30000,female,high school,married,54,1
40000,female,high school,married,55,1
240000,male,university,single,25,1
50000,female,high school,single,63,1
230000,male,graduate school,married,46,1
30000,female,high school,married,22,1
100000,female,university,single,24,1
80000,male,graduate school,married,41,1
200000,female,university,single,36,1
500000,male,graduate school,single,28,1
20000,male,university,married,45,1
50000,female,university,single,23,1
220000,female,university,married,33,1
20000,female,university,married,50,1
50000,female,high school,married,25,1
500000,female,graduate school,single,28,1
250000,male,university,married,52,1
60000,female,high school,married,44,1
80000,female,graduate school,married,38,1
70000,female,university,single,42,1
50000,male,high school,single,29,1
10000,male,university,married,50,1
100000,female,university,married,26,1
50000,male,graduate school,single,27,1
50000,female,other,married,33,1
140000,male,high school,married,38,1
20000,male,university,single,24,1
80000,male,university,married,60,1
20000,male,university,single,25,1
150000,female,high school,married,46,1
30000,female,university,single,28,1
20000,male,university,single,47,1
440000,male,high school,married,38,1
100000,male,university,married,46,1
240000,male,graduate school,married,36,1
90000,female,graduate school,single,26,1
100000,male,graduate school,married,51,1
30000,male,high school,married,47,1
50000,male,high school,single,26,1
80000,female,graduate school,married,54,1
30000,female,graduate school,single,23,1
20000,female,university,married,40,1
30000,male,university,single,25,1
80000,male,graduate school,single,39,1
20000,male,university,single,38,1
110000,female,university,single,28,1
50000,female,university,married,25,1
30000,female,university,married,49,1
20000,male,high school,married,42,1
50000,female,graduate school,single,31,1
50000,male,university,married,38,1
140000,female,university,single,27,1
20000,female,high school,married,61,1
130000,female,graduate school,single,47,1
60000,female,high school,married,43,1
130000,male,high school,other,40,1
200000,female,university,married,35,1
10000,male,high school,single,29,1
10000,female,high school,other,52,1
20000,female,university,single,25,1
200000,male,graduate school,single,33,1
210000,male,graduate school,single,31,1
30000,male,university,single,25,1
20000,male,university,single,28,1
100000,male,university,single,34,1
80000,male,graduate school,married,37,1
50000,male,graduate school,single,32,1
80000,female,high school,married,30,1
30000,female,university,single,25,1
30000,female,high school,married,24,1
20000,female,high school,married,42,1
220000,female,university,married,36,1
250000,female,university,single,24,1
30000,female,university,single,22,1
10000,female,high school,married,51,1
20000,male,graduate school,single,25,1
50000,female,high school,married,43,1
20000,male,university,single,24,1
130000,male,graduate school,married,45,1
30000,male,high school,single,34,1
20000,male,high school,single,26,1
120000,female,university,married,41,1
30000,male,high school,single,50,1
80000,female,high school,married,34,1
30000,female,university,single,24,1
20000,female,university,single,26,1
50000,female,university,married,29,1
30000,male,university,single,26,1
20000,male,university,single,25,1
100000,female,graduate school,single,22,1
100000,female,university,married,39,1
250000,male,graduate school,married,51,1
30000,male,high school,married,55,1
30000,female,high school,married,58,1
50000,male,university,single,55,1
30000,male,university,married,23,1
150000,male,graduate school,married,46,1
180000,male,university,married,36,1
20000,male,high school,married,38,1
100000,male,high school,single,35,1
260000,male,graduate school,single,35,1
80000,male,high school,married,45,1
50000,male,university,married,50,1
50000,male,graduate school,married,48,1
70000,female,graduate school,single,23,1
80000,female,graduate school,single,23,1
50000,female,university,single,23,1
30000,female,university,single,21,1
70000,female,university,single,22,1
80000,female,university,single,22,1
40000,female,university,single,23,1
90000,female,university,single,28,1
50000,female,university,single,23,1
20000,female,university,single,25,1
30000,female,graduate school,single,25,1
110000,female,university,single,24,1
90000,female,university,single,30,1
130000,female,other,married,44,1
20000,female,high school,married,42,1
30000,female,university,single,26,1
30000,female,university,married,45,1
180000,female,graduate school,single,28,1
420000,female,graduate school,married,45,1
200000,female,university,married,36,1
50000,female,high school,other,37,1
280000,female,graduate school,single,33,1
80000,female,high school,single,40,1
220000,female,graduate school,married,44,1
20000,female,high school,married,45,1
280000,female,university,married,49,1
50000,female,high school,married,53,1
240000,female,university,married,56,1
220000,female,university,married,53,1
20000,male,university,single,23,1
220000,male,graduate school,single,30,1
120000,male,university,single,40,1
100000,male,graduate school,married,33,1
50000,male,university,married,28,1
30000,male,university,married,37,1
50000,male,high school,married,41,1
240000,male,university,married,38,1
50000,male,university,married,39,1
20000,male,graduate school,married,32,1
270000,male,graduate school,married,37,1
20000,male,university,single,36,1
20000,male,university,single,37,1
60000,male,graduate school,married,38,1
20000,male,university,married,42,1
130000,male,graduate school,married,40,1
250000,male,university,married,52,1
500000,male,graduate school,married,50,1
600000,male,graduate school,married,53,1
20000,female,graduate school,single,23,1
90000,male,high school,married,56,1
100000,female,graduate school,single,30,1
60000,female,university,single,28,1
180000,female,university,married,34,1
250000,female,graduate school,single,29,1
270000,female,university,married,32,1
80000,male,high school,married,31,1
400000,male,graduate school,married,32,1
50000,male,graduate school,single,35,1
20000,female,university,married,22,1
140000,female,university,single,27,1
20000,female,graduate school,single,23,1
